"","row.identity","charge","plot","plot_number","soil_type","type_number","frequency","lipid","stdized"
"2364","DG(16:0/17:0/0:0)","POS","H","28","M","03",396636.8125,"DG",-0.34963107606004
"2365","DG(16:0/18:1/0:0)","POS","H","28","M","03",1404382.75,"DG",1.63847758940152
"2366","DG(16:0/18:2/0:0)","POS","H","28","M","03",808519.4375,"DG",0.462942198060011
"2367","DG(16:1/18:1/0:0)_A","POS","H","28","M","03",808519.4375,"DG",0.462942198060011
"2368","DG(16:1/18:1/0:0)_B","POS","H","28","M","03",540487.8125,"DG",-0.0658379006245784
"2369","DG(17:0/0:0/17:0)","POS","H","28","M","03",293284.5313,"DG",-0.553527274697844
"2370","DG(18:1/0:0/18:1)","POS","H","28","M","03",3865238.5,"DG",6.49332091743619
"2371","DG(18:1/18:2/0:0)","POS","H","28","M","03",1525477.5,"DG",1.87737661430273
"2372","DG(18:2/0:0/18:2)","POS","H","28","M","03",750085.5625,"DG",0.347662256041889
"2373","DG(16:0/17:0/0:0)","POS","H","11","M","13",322619.4688,"DG",-0.495654510071072
"2374","DG(16:0/18:1/0:0)","POS","H","11","M","13",476531.9375,"DG",-0.19201179482068
"2375","DG(16:0/18:2/0:0)","POS","H","11","M","13",224578.1406,"DG",-0.689073115807481
"2376","DG(16:1/18:1/0:0)_A","POS","H","11","M","13",224578.1406,"DG",-0.689073115807481
"2377","DG(16:1/18:1/0:0)_B","POS","H","11","M","13",224081.6563,"DG",-0.690052593573023
"2378","DG(17:0/0:0/17:0)","POS","H","11","M","13",228194.6406,"DG",-0.681938385990085
"2379","DG(18:1/0:0/18:1)","POS","H","11","M","13",969073.6875,"DG",0.779688000572047
"2380","DG(18:1/18:2/0:0)","POS","H","11","M","13",443897.5313,"DG",-0.256393841271165
"2381","DG(18:2/0:0/18:2)","POS","H","11","M","13",317115.8125,"DG",-0.506512273297482
"2382","DG(16:0/17:0/0:0)","POS","H","17","M","18",244961.6875,"DG",-0.648859898649529
"2383","DG(16:0/18:1/0:0)","POS","H","17","M","18",780659.75,"DG",0.407979846861447
"2384","DG(16:0/18:2/0:0)","POS","H","17","M","18",612798.0625,"DG",0.0768177323847999
"2385","DG(16:1/18:1/0:0)_A","POS","H","17","M","18",612798.0625,"DG",0.0768177323847999
"2386","DG(16:1/18:1/0:0)_B","POS","H","17","M","18",291894.5,"DG",-0.556269566350886
"2387","DG(17:0/0:0/17:0)","POS","H","17","M","18",198273,"DG",-0.740968614491191
"2388","DG(18:1/0:0/18:1)","POS","H","17","M","18",2039480,"DG",2.89141476250306
"2389","DG(18:1/18:2/0:0)","POS","H","17","M","18",1046975.875,"DG",0.933375560366513
"2390","DG(18:2/0:0/18:2)","POS","H","17","M","18",520424.7813,"DG",-0.105418795669512
"2391","DG(16:0/17:0/0:0)","POS","H","26","M","12",255044.7969,"DG",-0.628967665471524
"2392","DG(16:0/18:1/0:0)","POS","H","26","M","12",471157.0313,"DG",-0.202615556338958
"2393","DG(16:0/18:2/0:0)","POS","H","26","M","12",328854.4063,"DG",-0.483354055352185
"2394","DG(16:1/18:1/0:0)_A","POS","H","26","M","12",328854.4063,"DG",-0.483354055352185
"2395","DG(16:1/18:1/0:0)_B","POS","H","26","M","12",220335.4375,"DG",-0.697443236176328
"2396","DG(17:0/0:0/17:0)","POS","H","26","M","12",168171,"DG",-0.800354660934791
"2397","DG(18:1/0:0/18:1)","POS","H","26","M","12",1083805.125,"DG",1.00603330905374
"2398","DG(18:1/18:2/0:0)","POS","H","26","M","12",692082.875,"DG",0.233232972481707
"2399","DG(18:2/0:0/18:2)","POS","H","26","M","12",417607.5938,"DG",-0.308259346864625
"2400","DG(16:0/17:0/0:0)","POS","H","2B","M","",459383.8438,"DG",-0.225842021678942
"2401","DG(16:0/18:1/0:0)","POS","H","2B","M","",636552.8125,"DG",0.123681750946892
"2402","DG(16:0/18:2/0:0)","POS","H","2B","M","",318295.375,"DG",-0.5041852002323
"2403","DG(16:1/18:1/0:0)_A","POS","H","2B","M","",318295.375,"DG",-0.5041852002323
"2404","DG(16:1/18:1/0:0)_B","POS","H","2B","M","",322477.5,"DG",-0.495934589991022
"2405","DG(17:0/0:0/17:0)","POS","H","2B","M","",306911.7813,"DG",-0.526643064299912
"2406","DG(18:1/0:0/18:1)","POS","H","2B","M","",1252031.375,"DG",1.33791464237155
"2407","DG(18:1/18:2/0:0)","POS","H","2B","M","",503017.25,"DG",-0.13976084809959
"2408","DG(18:2/0:0/18:2)","POS","H","2B","M","",424721.5,"DG",-0.29422483872601
"2409","DG(16:0/17:0/0:0)","POS","H","2","M","23",213347.0781,"DG",-0.7112300621644
"2410","DG(16:0/18:1/0:0)","POS","H","2","M","23",580246.375,"DG",0.0125988756413096
"2411","DG(16:0/18:2/0:0)","POS","H","2","M","23",341720.5313,"DG",-0.457971413109172
"2412","DG(16:1/18:1/0:0)_A","POS","H","2","M","23",341720.5313,"DG",-0.457971413109172
"2413","DG(16:1/18:1/0:0)_B","POS","H","2","M","23",386573.9688,"DG",-0.369483328512465
"2414","DG(17:0/0:0/17:0)","POS","H","2","M","23",212574.3438,"DG",-0.712754533462931
"2415","DG(18:1/0:0/18:1)","POS","H","2","M","23",1592017.75,"DG",2.00864903397148
"2416","DG(18:1/18:2/0:0)","POS","H","2","M","23",740618.5625,"DG",0.328985500288731
"2417","DG(18:2/0:0/18:2)","POS","H","2","M","23",403789.5625,"DG",-0.335519935813563
"2418","DG(16:0/17:0/0:0)","POS","H","32","M","20",683092.9375,"DG",0.215497378637442
"2419","DG(16:0/18:1/0:0)","POS","H","32","M","20",638469.3125,"DG",0.127462674407432
"2420","DG(16:0/18:2/0:0)","POS","H","32","M","20",547671.375,"DG",-0.0516659726378831
"2421","DG(16:1/18:1/0:0)_A","POS","H","32","M","20",547671.375,"DG",-0.0516659726378831
"2422","DG(16:1/18:1/0:0)_B","POS","H","32","M","20",230543.6094,"DG",-0.677304276288026
"2423","DG(17:0/0:0/17:0)","POS","H","32","M","20",409676.625,"DG",-0.323905778380788
"2424","DG(18:1/0:0/18:1)","POS","H","32","M","20",1295579.875,"DG",1.42382831068426
"2425","DG(18:1/18:2/0:0)","POS","H","32","M","20",1120029.375,"DG",1.07749749724338
"2426","DG(18:2/0:0/18:2)","POS","H","32","M","20",865055.9375,"DG",0.574478946939108
"2427","DG(16:0/17:0/0:0)","POS","H","34","M","01",156107.75,"DG",-0.824153369484414
"2428","DG(16:0/18:1/0:0)","POS","H","34","M","01",496635.1875,"DG",-0.152351555030391
"2429","DG(16:0/18:2/0:0)","POS","H","34","M","01",305407.125,"DG",-0.529611491278633
"2430","DG(16:1/18:1/0:0)_A","POS","H","34","M","01",305407.125,"DG",-0.529611491278633
"2431","DG(16:1/18:1/0:0)_B","POS","H","34","M","01",389225.5,"DG",-0.364252315457191
"2432","DG(17:0/0:0/17:0)","POS","H","34","M","01",150020.1563,"DG",-0.836163140336781
"2433","DG(18:1/0:0/18:1)","POS","H","34","M","01",1414434,"DG",1.65830696948644
"2434","DG(18:1/18:2/0:0)","POS","H","34","M","01",449794.3125,"DG",-0.244760510522014
"2435","DG(18:2/0:0/18:2)","POS","H","34","M","01",327110.9063,"DG",-0.486793679695232
"2436","DG(16:0/17:0/0:0)","POS","H","4","M","05",218947.9531,"DG",-0.700180503235598
"2437","DG(16:0/18:1/0:0)","POS","H","4","M","05",477515.0938,"DG",-0.190072197262607
"2438","DG(16:0/18:2/0:0)","POS","H","4","M","05",337081.4063,"DG",-0.467123605412264
"2439","DG(16:1/18:1/0:0)_A","POS","H","4","M","05",337081.4063,"DG",-0.467123605412264
"2440","DG(16:1/18:1/0:0)_B","POS","H","4","M","05",302792.6875,"DG",-0.534769324871048
"2441","DG(17:0/0:0/17:0)","POS","H","4","M","05",191079.4063,"DG",-0.755160332302784
"2442","DG(18:1/0:0/18:1)","POS","H","4","M","05",919823.25,"DG",0.682525394474691
"2443","DG(18:1/18:2/0:0)","POS","H","4","M","05",574879.9375,"DG",0.00201182140532283
"2444","DG(18:2/0:0/18:2)","POS","H","4","M","05",403724.6563,"DG",-0.335647984534833
"2445","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","H","30","M","11",658161.125,"DGDG",-0.164757921180254
"2446","DGDG(15:0/15:0)","POS","H","30","M","11",354638.5938,"DGDG",-0.41301670450404
"2447","DGDG(15:0/16:1)","POS","H","30","M","11",219818.7656,"DGDG",-0.523289264450502
"2448","DGDG(15:0/17:0)","POS","H","30","M","11",783460.75,"DGDG",-0.0622721771056917
"2449","DGDG(15:0/18:1)","POS","H","30","M","11",320964.0625,"DGDG",-0.440559958497359
"2450","DGDG(15:0/19:1)","POS","H","30","M","11",404445.4688,"DGDG",-0.372278397071725
"2451","DGDG(18:1/18:1)","POS","H","30","M","11",242560.5938,"DGDG",-0.504688145854234
"2452","DGDG(18:1/19:1)","POS","H","30","M","11",144019.7656,"DGDG",-0.585287190742043
"2453","DGDG(19:1/19:1)","POS","H","30","M","11",3534772.75,"DGDG",2.18809575098087
"2454","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","H","28","M","03",668611.0625,"DGDG",-0.156210652022664
"2455","DGDG(15:0/15:0)","POS","H","28","M","03",355771.1875,"DGDG",-0.412090327365412
"2456","DGDG(15:0/16:1)","POS","H","28","M","03",194214.2656,"DGDG",-0.544231834982194
"2457","DGDG(15:0/17:0)","POS","H","28","M","03",688420.3125,"DGDG",-0.140008163580986
"2458","DGDG(15:0/18:1)","POS","H","28","M","03",269596.875,"DGDG",-0.482574485132655
"2459","DGDG(15:0/19:1)","POS","H","28","M","03",422020.9688,"DGDG",-0.357902949459791
"2460","DGDG(18:1/18:1)","POS","H","28","M","03",246983.8594,"DGDG",-0.501070244633417
"2461","DGDG(18:1/19:1)","POS","H","28","M","03",185607.1719,"DGDG",-0.55127179541435
"2462","DGDG(19:1/19:1)","POS","H","28","M","03",2848491.25,"DGDG",1.62676869056782
"2463","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","H","11","M","13",779442.5,"DGDG",-0.0655588057857665
"2464","DGDG(15:0/15:0)","POS","H","11","M","13",341152.875,"DGDG",-0.424047016251568
"2465","DGDG(15:0/16:1)","POS","H","11","M","13",174716.0313,"DGDG",-0.560179935787569
"2466","DGDG(15:0/17:0)","POS","H","11","M","13",954810.1875,"DGDG",0.0778788776077221
"2467","DGDG(15:0/18:1)","POS","H","11","M","13",297133.6563,"DGDG",-0.460051452673867
"2468","DGDG(15:0/19:1)","POS","H","11","M","13",570462.125,"DGDG",-0.236489159558622
"2469","DGDG(18:1/18:1)","POS","H","11","M","13",244231.1563,"DGDG",-0.503321750377507
"2470","DGDG(18:1/19:1)","POS","H","11","M","13",120808.1172,"DGDG",-0.604272587206487
"2471","DGDG(19:1/19:1)","POS","H","11","M","13",5497553.5,"DGDG",3.79350395247371
"2472","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","H","17","M","18",581531.8125,"DGDG",-0.2274349811434
"2473","DGDG(15:0/15:0)","POS","H","17","M","18",301429.5625,"DGDG",-0.456537721939385
"2474","DGDG(15:0/16:1)","POS","H","17","M","18",121583.4766,"DGDG",-0.603638401070381
"2475","DGDG(15:0/17:0)","POS","H","17","M","18",728547.25,"DGDG",-0.107187322759468
"2476","DGDG(15:0/18:1)","POS","H","17","M","18",256470.3438,"DGDG",-0.493311008224004
"2477","DGDG(15:0/19:1)","POS","H","17","M","18",409609.8125,"DGDG",-0.368054349260319
"2478","DGDG(18:1/18:1)","POS","H","17","M","18",165273.8125,"DGDG",-0.567902966239039
"2479","DGDG(18:1/19:1)","POS","H","17","M","18",94672.54688,"DGDG",-0.625649533634365
"2480","DGDG(19:1/19:1)","POS","H","17","M","18",2938568.25,"DGDG",1.70044495551278
"2481","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","H","26","M","12",258470.375,"DGDG",-0.491675131933837
"2482","DGDG(15:0/15:0)","POS","H","26","M","12",117541.625,"DGDG",-0.606944334098233
"2483","DGDG(15:0/16:1)","POS","H","26","M","12",125142.25,"DGDG",-0.600727589965466
"2484","DGDG(15:0/17:0)","POS","H","26","M","12",302187.3125,"DGDG",-0.455917938978562
"2485","DGDG(15:0/18:1)","POS","H","26","M","12",134983.5,"DGDG",-0.59267818176593
"2486","DGDG(15:0/19:1)","POS","H","26","M","12",157152.5,"DGDG",-0.574545593895942
"2487","DGDG(18:1/18:1)","POS","H","26","M","12",166400.6406,"DGDG",-0.566981304931014
"2488","DGDG(18:1/19:1)","POS","H","26","M","12",115750.3906,"DGDG",-0.60840943018528
"2489","DGDG(19:1/19:1)","POS","H","26","M","12",2046747.875,"DGDG",0.971002431540901
"2490","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","H","2B","M","",1299464,"DGDG",0.359779980042763
"2491","DGDG(15:0/15:0)","POS","H","2B","M","",734045.4375,"DGDG",-0.102690215629267
"2492","DGDG(15:0/16:1)","POS","H","2B","M","",298430.7188,"DGDG",-0.458990552328604
"2493","DGDG(15:0/17:0)","POS","H","2B","M","",1767081.75,"DGDG",0.742256408453644
"2494","DGDG(15:0/18:1)","POS","H","2B","M","",409232.5,"DGDG",-0.368362962732316
"2495","DGDG(15:0/19:1)","POS","H","2B","M","",930451.1875,"DGDG",0.0579550331436044
"2496","DGDG(18:1/18:1)","POS","H","2B","M","",327640.3125,"DGDG",-0.435099284142765
"2497","DGDG(18:1/19:1)","POS","H","2B","M","",141645.6406,"DGDG",-0.587229047847769
"2498","DGDG(19:1/19:1)","POS","H","2B","M","",5310086,"DGDG",3.64016952527731
"2499","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","H","2","M","23",873700.375,"DGDG",0.0115371029550785
"2500","DGDG(15:0/15:0)","POS","H","2","M","23",402247.0313,"DGDG",-0.374076554911295
"2501","DGDG(15:0/16:1)","POS","H","2","M","23",223992.4219,"DGDG",-0.519875525012598
"2502","DGDG(15:0/17:0)","POS","H","2","M","23",953361.1875,"DGDG",0.0766937037242085
"2503","DGDG(15:0/18:1)","POS","H","2","M","23",305055.375,"DGDG",-0.453572077852762
"2504","DGDG(15:0/19:1)","POS","H","2","M","23",612742.4375,"DGDG",-0.201907018660215
"2505","DGDG(18:1/18:1)","POS","H","2","M","23",166681.4375,"DGDG",-0.566751634018349
"2506","DGDG(18:1/19:1)","POS","H","2","M","23",142318.0156,"DGDG",-0.586679095266728
"2507","DGDG(19:1/19:1)","POS","H","2","M","23",3804967.75,"DGDG",2.40909510050187
"2508","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","H","32","M","20",998913.4375,"DGDG",0.113952045363463
"2509","DGDG(15:0/15:0)","POS","H","32","M","20",491817.2813,"DGDG",-0.300814773655409
"2510","DGDG(15:0/16:1)","POS","H","32","M","20",402671.8125,"DGDG",-0.373729115584554
"2511","DGDG(15:0/17:0)","POS","H","32","M","20",1063977,"DGDG",0.167169184799868
"2512","DGDG(15:0/18:1)","POS","H","32","M","20",578941.125,"DGDG",-0.229553970215412
"2513","DGDG(15:0/19:1)","POS","H","32","M","20",665611.8125,"DGDG",-0.158663814734967
"2514","DGDG(18:1/18:1)","POS","H","32","M","20",252350.1719,"DGDG",-0.496681001413422
"2515","DGDG(18:1/19:1)","POS","H","32","M","20",314645.75,"DGDG",-0.4457278666843
"2516","DGDG(19:1/19:1)","POS","H","32","M","20",5927251.5,"DGDG",4.14496485474976
"2517","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","H","34","M","01",872291.5625,"DGDG",0.0103847994479926
"2518","DGDG(15:0/15:0)","POS","H","34","M","01",389536.125,"DGDG",-0.384473127846111
"2519","DGDG(15:0/16:1)","POS","H","34","M","01",229444.4844,"DGDG",-0.515416144690802
"2520","DGDG(15:0/17:0)","POS","H","34","M","01",773168.9375,"DGDG",-0.0706901118117085
"2521","DGDG(15:0/18:1)","POS","H","34","M","01",450631.2188,"DGDG",-0.33450189970079
"2522","DGDG(15:0/19:1)","POS","H","34","M","01",337174.8125,"DGDG",-0.427300774555215
"2523","DGDG(18:1/18:1)","POS","H","34","M","01",314938.0625,"DGDG",-0.445488776870066
"2524","DGDG(18:1/19:1)","POS","H","34","M","01",245097.0781,"DGDG",-0.502613490955475
"2525","DGDG(19:1/19:1)","POS","H","34","M","01",3010719,"DGDG",1.75945888551686
"2526","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","H","4","M","05",1268794.5,"DGDG",0.334694617433779
"2527","DGDG(15:0/15:0)","POS","H","4","M","05",745105,"DGDG",-0.0936443187085728
"2528","DGDG(15:0/16:1)","POS","H","4","M","05",367171.0313,"DGDG",-0.402766105731255
"2529","DGDG(15:0/17:0)","POS","H","4","M","05",1638333.875,"DGDG",0.636950253168712
"2530","DGDG(15:0/18:1)","POS","H","4","M","05",754513.4375,"DGDG",-0.0859489188399259
"2531","DGDG(15:0/19:1)","POS","H","4","M","05",1024204.25,"DGDG",0.134638042925808
"2532","DGDG(18:1/18:1)","POS","H","4","M","05",252041.4219,"DGDG",-0.496933535876179
"2533","DGDG(18:1/19:1)","POS","H","4","M","05",148662.4688,"DGDG",-0.581489805937664
"2534","DGDG(19:1/19:1)","POS","H","4","M","05",4597471.5,"DGDG",3.05730403568928
"2535","DGTSA(14:0/18:3)","POS","H","30","M","11",25917.00781,"DGTSA",-0.646904171444763
"2536","DGTSA(15:0/17:0)","POS","H","30","M","11",561615.375,"DGTSA",-0.418793584560917
"2537","DGTSA(16:0/16:1)_A","POS","H","30","M","11",794294.0625,"DGTSA",-0.319714559475588
"2538","DGTSA(16:0/16:1)_B","POS","H","30","M","11",4373599.5,"DGTSA",1.20442199570469
"2539","DGTSA(16:0/16:2)","POS","H","30","M","11",61783.55469,"DGTSA",-0.631631511381956
"2540","DGTSA(16:0/18:1)","POS","H","30","M","11",3077639.25,"DGTSA",0.652577391890947
"2541","DGTSA(16:0/18:2)","POS","H","30","M","11",12800000,"DGTSA",4.79254412020539
"2542","DGTSA(16:0/18:3)_A","POS","H","30","M","11",440638.4375,"DGTSA",-0.47030787301636
"2543","DGTSA(16:0/18:3)_B","POS","H","30","M","11",1319777.75,"DGTSA",-0.0959535781190807
"2544","DGTSA(16:0/18:4)","POS","H","30","M","11",256224.8281,"DGTSA",-0.548834706858066
"2545","DGTSA(16:0/19:1);DGTSA(16:1/19:0)","POS","H","30","M","11",542518.25,"DGTSA",-0.42692550479505
"2546","DGTSA(16:1/16:1)","POS","H","30","M","11",951162.25,"DGTSA",-0.252917091897459
"2547","DGTSA(16:1/18:1)_A","POS","H","30","M","11",1089055,"DGTSA",-0.194199727693937
"2548","DGTSA(16:1/18:1)_B","POS","H","30","M","11",489344.7813,"DGTSA",-0.449567782417496
"2549","DGTSA(16:1/18:2)","POS","H","30","M","11",495373.125,"DGTSA",-0.447000798637878
"2550","DGTSA(17:0/17:0)","POS","H","30","M","11",1364636.875,"DGTSA",-0.0768517066974408
"2551","DGTSA(17:0/19:0)","POS","H","30","M","11",878079.625,"DGTSA",-0.284037068176665
"2552","DGTSA(18:0/18:1)","POS","H","30","M","11",640292.8125,"DGTSA",-0.385291230359646
"2553","DGTSA(18:0/18:2);DGTSA(18:1/18:1)","POS","H","30","M","11",2385325.75,"DGTSA",0.357777092944734
"2554","DGTSA(18:1/18:1)","POS","H","30","M","11",7220273.5,"DGTSA",2.41659010480904
"2555","DGTSA(18:1/18:2)","POS","H","30","M","11",616360.5625,"DGTSA",-0.395482039082075
"2556","DGTSA(35:0)","POS","H","30","M","11",1324700.125,"DGTSA",-0.0938575369158897
"2557","DGTSA(14:0/18:3)","POS","H","28","M","03",19576.09961,"DGTSA",-0.649604251152801
"2558","DGTSA(15:0/17:0)","POS","H","28","M","03",621763.375,"DGTSA",-0.393181418423731
"2559","DGTSA(16:0/16:1)_A","POS","H","28","M","03",1029578.188,"DGTSA",-0.219526089173191
"2560","DGTSA(16:0/16:1)_B","POS","H","28","M","03",5862331,"DGTSA",1.83835227620716
"2561","DGTSA(16:0/16:2)","POS","H","28","M","03",78755.48438,"DGTSA",-0.624404539863553
"2562","DGTSA(16:0/18:1)","POS","H","28","M","03",4559271.5,"DGTSA",1.28348467627634
"2563","DGTSA(16:0/18:2)","POS","H","28","M","03",8032506,"DGTSA",2.76245420223575
"2564","DGTSA(16:0/18:3)_A","POS","H","28","M","03",187166.0313,"DGTSA",-0.578241260307487
"2565","DGTSA(16:0/18:3)_B","POS","H","28","M","03",91095.23438,"DGTSA",-0.619150038847869
"2566","DGTSA(16:0/18:4)","POS","H","28","M","03",162671.6719,"DGTSA",-0.588671425938543
"2567","DGTSA(16:0/19:1);DGTSA(16:1/19:0)","POS","H","28","M","03",572212.125,"DGTSA",-0.414281286204958
"2568","DGTSA(16:1/16:1)","POS","H","28","M","03",1266056.75,"DGTSA",-0.118829005016995
"2569","DGTSA(16:1/18:1)_A","POS","H","28","M","03",1835769.125,"DGTSA",0.123765395443716
"2570","DGTSA(16:1/18:1)_B","POS","H","28","M","03",339550.2188,"DGTSA",-0.513353165492529
"2571","DGTSA(16:1/18:2)","POS","H","28","M","03",326116.125,"DGTSA",-0.519073658980394
"2572","DGTSA(17:0/17:0)","POS","H","28","M","03",1792051.375,"DGTSA",0.105149543276662
"2573","DGTSA(17:0/19:0)","POS","H","28","M","03",1174354.25,"DGTSA",-0.157877679373504
"2574","DGTSA(18:0/18:1)","POS","H","28","M","03",914185.9375,"DGTSA",-0.268662311337682
"2575","DGTSA(18:0/18:2);DGTSA(18:1/18:1)","POS","H","28","M","03",985874.6875,"DGTSA",-0.238135873631238
"2576","DGTSA(18:1/18:1)","POS","H","28","M","03",7308575.5,"DGTSA",2.4541907813776
"2577","DGTSA(18:1/18:2)","POS","H","28","M","03",941698.5625,"DGTSA",-0.256946910619951
"2578","DGTSA(35:0)","POS","H","28","M","03",1740536.625,"DGTSA",0.0832135797281546
"2579","DGTSA(14:0/18:3)","POS","H","11","M","13",10346.38086,"DGTSA",-0.653534441516978
"2580","DGTSA(15:0/17:0)","POS","H","11","M","13",628410.1875,"DGTSA",-0.390351078827523
"2581","DGTSA(16:0/16:1)_A","POS","H","11","M","13",1314896.5,"DGTSA",-0.0980321075125292
"2582","DGTSA(16:0/16:1)_B","POS","H","11","M","13",3482419,"DGTSA",0.824940333401365
"2583","DGTSA(16:0/16:2)","POS","H","11","M","13",24861.91406,"DGTSA",-0.64735345049669
"2584","DGTSA(16:0/18:1)","POS","H","11","M","13",2222235.75,"DGTSA",0.288330258880199
"2585","DGTSA(16:0/18:2)","POS","H","11","M","13",1033477.5,"DGTSA",-0.21786568771737
"2586","DGTSA(16:0/18:3)_A","POS","H","11","M","13",103328.5625,"DGTSA",-0.61394085429942
"2587","DGTSA(16:0/18:3)_B","POS","H","11","M","13",12136.0791,"DGTSA",-0.652772353855571
"2588","DGTSA(16:0/18:4)","POS","H","11","M","13",60630.9375,"DGTSA",-0.632122317775566
"2589","DGTSA(16:0/19:1);DGTSA(16:1/19:0)","POS","H","11","M","13",298552.5,"DGTSA",-0.530810776471302
"2590","DGTSA(16:1/16:1)","POS","H","11","M","13",838587.4375,"DGTSA",-0.300853595199524
"2591","DGTSA(16:1/18:1)_A","POS","H","11","M","13",922181.125,"DGTSA",-0.265257807936938
"2592","DGTSA(16:1/18:1)_B","POS","H","11","M","13",155571.2344,"DGTSA",-0.591694927715771
"2593","DGTSA(16:1/18:2)","POS","H","11","M","13",29275.1543,"DGTSA",-0.645474208589558
"2594","DGTSA(17:0/17:0)","POS","H","11","M","13",1739974.125,"DGTSA",0.0829740564945946
"2595","DGTSA(17:0/19:0)","POS","H","11","M","13",779076.625,"DGTSA",-0.326194434740472
"2596","DGTSA(18:0/18:1)","POS","H","11","M","13",356645.75,"DGTSA",-0.506073562092618
"2597","DGTSA(18:0/18:2);DGTSA(18:1/18:1)","POS","H","11","M","13",345844.4375,"DGTSA",-0.510672967064515
"2598","DGTSA(18:1/18:1)","POS","H","11","M","13",6927130.5,"DGTSA",2.29176422168818
"2599","DGTSA(18:1/18:2)","POS","H","11","M","13",189901.5781,"DGTSA",-0.577076412280659
"2600","DGTSA(35:0)","POS","H","11","M","13",1415796.75,"DGTSA",-0.0550668556956174
"2601","DGTSA(14:0/18:3)","POS","H","17","M","18",4869.204102,"DGTSA",-0.655866727895388
"2602","DGTSA(15:0/17:0)","POS","H","17","M","18",424927.2813,"DGTSA",-0.476997983124787
"2603","DGTSA(16:0/16:1)_A","POS","H","17","M","18",545075.375,"DGTSA",-0.425836632175286
"2604","DGTSA(16:0/16:1)_B","POS","H","17","M","18",2302981.5,"DGTSA",0.322713340011271
"2605","DGTSA(16:0/16:2)","POS","H","17","M","18",27760.45508,"DGTSA",-0.64611919642075
"2606","DGTSA(16:0/18:1)","POS","H","17","M","18",2681835,"DGTSA",0.484036389549982
"2607","DGTSA(16:0/18:2)","POS","H","17","M","18",3314227.75,"DGTSA",0.753321289745367
"2608","DGTSA(16:0/18:3)_A","POS","H","17","M","18",94090.67188,"DGTSA",-0.617874524401777
"2609","DGTSA(16:0/18:3)_B","POS","H","17","M","18",18972.13672,"DGTSA",-0.649861430076113
"2610","DGTSA(16:0/18:4)","POS","H","17","M","18",12784.14746,"DGTSA",-0.652496393981517
"2611","DGTSA(16:0/19:1);DGTSA(16:1/19:0)","POS","H","17","M","18",283555.4063,"DGTSA",-0.537196825141571
"2612","DGTSA(16:1/16:1)","POS","H","17","M","18",510973.6563,"DGTSA",-0.440357794722802
"2613","DGTSA(16:1/18:1)_A","POS","H","17","M","18",742626.1875,"DGTSA",-0.341715726571008
"2614","DGTSA(16:1/18:1)_B","POS","H","17","M","18",168812.8125,"DGTSA",-0.586056411086528
"2615","DGTSA(16:1/18:2)","POS","H","17","M","18",116542.0391,"DGTSA",-0.608314303825106
"2616","DGTSA(17:0/17:0)","POS","H","17","M","18",1562718.5,"DGTSA",0.00749522899823971
"2617","DGTSA(17:0/19:0)","POS","H","17","M","18",981025.125,"DGTSA",-0.240200909882529
"2618","DGTSA(18:0/18:1)","POS","H","17","M","18",498017.125,"DGTSA",-0.445874932985375
"2619","DGTSA(18:0/18:2);DGTSA(18:1/18:1)","POS","H","17","M","18",467504.7813,"DGTSA",-0.458867671165852
"2620","DGTSA(18:1/18:1)","POS","H","17","M","18",4657392.5,"DGTSA",1.32526647040993
"2621","DGTSA(18:1/18:2)","POS","H","17","M","18",631810,"DGTSA",-0.388903373790194
"2622","DGTSA(35:0)","POS","H","17","M","18",1287380.875,"DGTSA",-0.109748785687506
"2623","DGTSA(14:0/18:3)","POS","H","26","M","12",21086.00391,"DGTSA",-0.648961305090042
"2624","DGTSA(15:0/17:0)","POS","H","26","M","12",235712.5,"DGTSA",-0.557569247576921
"2625","DGTSA(16:0/16:1)_A","POS","H","26","M","12",267323.1875,"DGTSA",-0.544108813647934
"2626","DGTSA(16:0/16:1)_B","POS","H","26","M","12",3058375.75,"DGTSA",0.644374626007066
"2627","DGTSA(16:0/16:2)","POS","H","26","M","12",50596.64063,"DGTSA",-0.636395112856106
"2628","DGTSA(16:0/18:1)","POS","H","26","M","12",2605019.75,"DGTSA",0.451326990320257
"2629","DGTSA(16:0/18:2)","POS","H","26","M","12",3180185,"DGTSA",0.696243329007099
"2630","DGTSA(16:0/18:3)_A","POS","H","26","M","12",133524.0938,"DGTSA",-0.60108302088424
"2631","DGTSA(16:0/18:3)_B","POS","H","26","M","12",149045.3125,"DGTSA",-0.594473789787679
"2632","DGTSA(16:0/18:4)","POS","H","26","M","12",40452.89453,"DGTSA",-0.640714513507277
"2633","DGTSA(16:0/19:1);DGTSA(16:1/19:0)","POS","H","26","M","12",276067.5938,"DGTSA",-0.540385278585644
"2634","DGTSA(16:1/16:1)","POS","H","26","M","12",755556.1875,"DGTSA",-0.336209885842242
